Bcell	Cancer	CD4_Eff	CD8T	Endothelial	Eos	Glia	Mono	Neu	Neuron	NK	Treg
cg18148314	26.8121831393181	90.8370273287012	4.69314367929434	5.3811091601762	2.88189675554529	89.9495806610933	2.26881878530144	90.0802221964852	90.6185802163786	2.39500433930437	9.05582334831096	8.99718456416591
cg13898470	98.4747529972171	98.7865913962889	98.4329135224711	98.5358916756104	2.25639439405258	98.7564236176595	2.00751329414732	98.3741081483847	98.7666862654622	2.25122825611061	98.4856895977255	98.258624830224
cg11978441	89.3292721190035	93.875908148156	90.4764615210093	58.7137907698277	2.2251805325801	86.0505297257014	2.15624218053132	91.8333843093507	92.9610278643547	1.97761775345248	13.2211586228184	90.3620777833734
cg11977919	98.7551505977856	98.9506172490125	98.4957176159424	98.8311261391201	1.70246987066328	98.7301119059187	1.54638994376887	98.6984498293426	98.8147179963142	1.68440124261722	98.6355788929071	98.4130181054127
cg00786138	94.9406987011407	94.9893782721275	59.1601415594706	92.0050403053381	98.1315971654412	95.2675645200268	97.4243867568095	95.061058844438	95.960600535303	98.1652294489534	95.0334618596539	85.9526301649353
cg15702277	61.747614697911	89.5067571203356	26.0686621943606	63.932974458605	98.4077484742924	7.67829420550166	97.5262106435331	10.3681171652651	9.13250984847309	97.7997814604108	73.129872457527	46.518927639042
cg14286456	52.5947930839074	94.6515938616265	10.1858157922244	51.3610903308826	97.1682527599833	58.5086265402374	95.6398808422711	45.5687794808789	67.8916634230045	94.7646819545888	88.988300683268	14.3650088857773
cg21774136	22.9060906671519	92.9796326731307	10.4384382849302	28.2575149999651	96.3083455587173	67.0435945765995	78.2703507691716	66.5963187461673	68.7890705989365	98.2019239876498	33.0893191135647	5.09357590302045
cg13785123	96.4323986197362	96.2719464699365	96.3809227167308	96.502438678607	5.52600700480189	90.8610590728099	5.26808231097969	90.7711875504157	31.534622036378	3.42433888628975	96.3138470612114	95.0476522447399
cg01803717	1.6960846554024	1.54609802322225	1.09073760124601	1.61833645863994	98.3999170720246	1.51236108000382	98.0988200293697	1.70306229872914	1.47456111128973	98.2179578668034	1.70314777741934	1.04581752921614
cg20284891	88.2588374017246	90.9121530128835	37.0848847464685	26.4913166739292	94.5716507699025	94.0332919141808	94.8129471791511	91.3891030177043	93.4691960591326	94.8506554840653	33.5576200020583	31.0423076210316
cg20700740	97.046867961682	98.3468045167769	82.7871232048578	95.0589667937061	3.32450343157676	84.0365351274448	11.4464989787714	30.6200282124846	37.2639043097754	15.3152019059742	96.5943100685215	97.2283070423064
cg25616787	98.5860467503489	98.7581686887805	98.6803474346281	98.5890482142054	1.48400665558096	98.7402055493993	1.1263532561537	98.4027899508515	98.8098640819724	1.13759401565134	98.4327548395812	98.4497426376732
cg13187433	97.5624755032236	98.2884484878711	97.3483176892282	97.3462660287745	91.0456646959574	97.6716351936635	88.7878052037154	97.5975775323751	97.9611615334857	8.00139777090084	97.5891715759267	97.4879875715762
cg06773963	98.2340903008719	98.554920525475	98.6095073711373	98.2924083685992	1.22142389620596	98.5598291272477	1.2455385501744	98.2905648145531	98.6311301747656	1.20821938649581	98.2305070494193	98.4419898639434
cg17984641	97.9082281636114	98.2236381538866	97.940716471906	97.8446642565036	0.910296096840421	98.2409881328833	1.08102253030783	97.8369458544039	98.3593634584455	1.07746117393652	97.6872341865675	97.6664227527367
cg00490256	2.30316767979574	2.26403008228429	1.78197443282913	2.12014679530766	3.30056853828086	1.9829013953396	4.04682157488819	2.3344941478984	2.07867697458406	61.4010663302076	2.18224569198323	1.87680159235704
cg16597045	6.82264541202826	88.8687598698769	29.733977418833	15.7909943734814	2.41161711102232	7.94052570303035	2.13881031063366	6.56362847586589	7.21455850076107	1.9043990728966	23.8433929442074	45.4594081621018
cg07970040	95.2952161728896	96.968777560781	4.91641283727592	42.2073928164858	1.39537827936383	96.5562560354548	1.48399339692131	95.9276876140171	97.0356441412607	1.39905467473007	72.5587312788097	4.86921196366242
cg04340595	88.4863249680373	97.7864057397465	2.2334813937656	28.0609179499217	3.5008353564981	94.691395767726	4.60847258058677	93.9078628829468	92.9359719220682	25.4159581345682	50.6712901722852	3.00330293088528
cg11544657	92.0575549027794	92.0187591710082	93.2984593714179	92.4221410320333	95.29008248988	85.4433986511093	95.2668696708774	74.6821349612984	60.2319569891025	93.9923732767462	91.8452935623279	93.7815779977052
cg19092837	91.2267569358404	7.1740300387979	93.666243627431	90.8578668154515	4.31216577826092	40.7388561328179	2.32191550051068	32.0160127614612	22.1114750235088	2.19813839910498	90.9345236654679	91.6342596980355
cg02068989	2.19454024570063	1.52323181658516	1.41631308167017	2.03971891201484	4.65970238446169	1.85042805157293	5.69709403417437	2.28377068558111	1.80545162076649	84.3258604911226	2.3857910198636	1.52131305838816
cg21474053	98.2275148078801	98.6980934924589	98.1281862058271	98.2436855930873	1.97916289193648	98.4562712599269	1.82013196763727	98.1267932735061	98.4969899500111	1.73707753952017	98.2659851024318	97.9798727912311
cg21686632	79.8102085897822	89.8357471142821	92.3893867224141	81.7557924774076	1.99352616993831	89.6154097804673	1.74241497155314	23.9114809095785	90.4223857719292	1.62040955031386	61.5897737534659	89.9797474188774
cg04275506	92.9251334268955	93.7283762080272	35.1563041664565	90.8333141306242	77.7097556445007	88.4317163444312	95.7736692967355	74.1429359582601	90.1702762850625	96.959189284255	92.2276474959836	14.7722195874574
cg08425678	44.2514886408104	92.5383367878901	76.1425865827502	50.6751526553572	3.01683156840938	53.0172901936133	38.2935568497134	80.222259049872	28.2753372082367	4.85816542037717	30.2350064188827	19.7856612537485
cg18133145	98.2433371961462	98.6333832233751	98.42670464	98.3518001910351	2.32256797326295	98.4611802500047	2.24741773589202	98.2564088052021	98.5415830394921	2.30221870150374	98.09446897065	98.3590339104351
cg07207833	98.3770131190351	98.6648514543442	97.6817861957185	98.4789347755504	3.66184952778761	98.7002753775619	2.95884171850046	98.3674451762135	98.7036983868708	2.56246576454253	98.2673156576382	97.6956283283706
cg15644938	1.48638134855693	1.38472576530408	1.14934622828082	1.48119328338523	97.4427512697455	1.51145400611567	96.9639536489144	1.53245306045361	1.61068025808725	96.7757983161449	1.48986790129495	1.223802629237
cg15553418	89.849942677655	91.1836926113679	94.4602611082051	87.9468631700871	6.15187948106429	13.995536554443	4.0150178154736	16.5735897292301	9.1904555269125	4.47473605153364	84.1608166797982	91.027806491345
cg17918090	97.1024165696977	97.2695741369737	98.2862836587566	97.3001767931553	3.00182283452118	62.0461882460369	2.9548589075765	96.5490096932152	88.4193937574872	2.37626031341547	96.9059484525223	97.1062257466218
cg26227957	89.1055178623443	89.3630891958608	89.7238704021574	89.0227860094072	3.09662189086293	54.4062886233928	2.59151117036531	87.9581871439251	39.3257808170047	2.25434592786673	88.7766835174653	91.882936338004
cg03470939	98.1991009327246	98.54259624186	98.0636367389645	98.3624736931908	1.52374226395906	98.5638495241886	1.64811400468412	98.177849566255	98.4541884632488	1.50119490051719	98.2189897306158	97.688706948938
cg03654273	3.85208134326503	89.8307927528827	6.85832742231172	3.71986253408209	97.3752308578673	4.71565162966879	95.6522343675511	3.25179556477667	4.38699147937216	85.9730440239912	3.66241456065799	14.3239151606881
cg27561072	1.36563727084703	1.27636961132936	1.1068946965519	1.31454195337339	2.88433329673171	1.43368926027116	6.62662107685372	1.3868161388624	1.49593239566962	95.9257936852202	1.38067847878363	1.12735360059894
cg15605855	1.40525631725678	1.22623542732938	1.1939724353503	1.44792390717044	99.1683096956003	1.43437880431318	98.9298564862773	1.40007305683132	1.41102186454043	98.9884169201238	1.42892892191182	1.22251226089177
cg06962421	98.5568376527976	98.9495695980016	98.5571293551055	98.7341591074202	1.62197540652712	98.8257195261961	1.37988305994955	98.5999771763	98.8334826147115	1.35668315973263	98.5587737335216	98.639824155122
cg25199552	83.9527140057724	82.3147868964679	85.1958161215338	84.1665253189333	2.89750101812479	72.8836918043509	2.33846285094289	33.893808283673	28.7548359419399	2.04872295592205	84.5332560351179	77.6901798819805
cg01768001	94.8814798961917	95.019789938362	18.502598063222	70.5219038803594	5.75309482296937	96.4007035904476	6.8839088791867	95.53467325332	95.9223571308183	6.12863054437633	95.2030275910035	13.4198901016442
cg01519464	45.8746479716626	95.1120482258029	6.41638735547124	8.11741496895644	2.05307684505792	85.0290981081195	1.59430238470468	70.7647030968929	83.7819248648487	1.48149795026461	11.9031264258826	3.44751126000618
cg25140783	37.4096189414949	97.0097333265684	3.34853834786044	5.21667776166328	58.7451063313282	85.8957543310006	57.0354186440591	84.6045400348427	85.1042057130306	59.0367583019295	6.20250926000818	2.76189062574238
cg24466100	9.90758644644453	87.5009886247118	90.928192783292	87.9604645224143	2.98839445041341	91.0783750432455	2.95406521886334	87.0149138440036	90.9980164980932	3.00731620393368	87.179850245096	79.9113749493669
cg27577933	1.66977186538265	1.57208539661058	1.51262198308169	1.58302127345157	97.068882684584	1.66329833176042	36.5777543477404	1.7161519843675	1.63093830440283	17.1784446252816	1.6946113800685	1.45422231392092
cg21004490	4.55610694495093	84.7986770483939	5.12347861661783	4.22915336879128	98.7384890985969	5.04246417151901	98.4112044863176	4.48346138754065	5.12371546468615	98.4769161868351	4.5353999531981	4.66258219528407
cg00359365	83.385028531279	88.6518582807915	90.7794227755857	39.1473554002123	4.00410936884409	8.26427977576873	14.9769661863239	6.158907623102	9.07275238304258	34.9289112789136	7.34713587651175	87.8061690470989
cg04081153	1.88426161689706	1.68482934711294	1.23418607600731	2.17329378799206	2.38540958328554	1.75899510110391	97.6329033728879	2.25529052598459	1.62985267301867	97.4309300844372	2.23148124346789	1.09601374251226
cg17820878	97.864738366401	98.4672973022667	43.5559944626592	61.4084693429145	1.76335582556517	97.989738910674	1.26051638774584	97.4427467336576	97.4151207310234	1.18466992244525	97.5044562605934	81.0228833785618
cg13300580	72.6508295209193	88.3648177918169	18.9336880385121	38.4166167206511	3.06932407861399	55.4449264400567	1.96776638419837	56.4717519370544	44.9130493964536	1.23886393074259	67.8691879127975	43.9013646477307
cg25130381	74.7361226135138	96.311603118026	21.3098854674246	47.3877606761968	15.8678711772746	59.1842859883549	6.10406814858026	63.1356038007455	53.8244755075456	7.1078230548535	72.9233121696289	55.8880265880185
cg07376753	2.01261654631663	2.15627156633328	1.83455984590106	1.92992648252569	97.5381352150363	1.96524648962048	98.1983149320639	2.03558101139379	2.07838745493444	97.8952234522318	1.99102089744948	1.86489073100622
cg23546274	3.65623074646955	2.9243064271728	3.28460511220116	3.27435567678355	3.61556772800948	3.98400881967728	66.4806090506534	3.47389524945604	4.15409206270927	92.5797076475644	3.39560449760692	4.06378064418258
cg11176159	2.40675239139349	90.9764463384396	2.40736834821506	1.84570637441021	1.58064297229055	2.60475454863598	1.50025469511945	2.06273981565823	2.62696051735989	1.65683587247336	2.05519217536524	2.44400346547636
cg00972603	1.98644011964404	1.51529237230029	1.3194980129676	1.99424179396199	98.8405971618453	1.74188026736558	98.5323528067802	1.98490177705044	1.77716546898187	98.6962311042218	2.03597584833553	1.64767032791724
cg00261690	94.043670152733	94.4581874959221	96.1545639553349	94.2545767957589	92.6201397877347	14.829943476396	92.1659987302078	24.2863190412563	11.1407123392656	91.5818798361876	93.2398315298111	94.0763117509821
cg23241663	4.80431174204919	3.62973579535046	5.48676966390703	4.64542199068755	2.92956077042705	6.02647965008926	93.2578398872295	4.54400591255659	6.06006008853928	95.0486969561752	4.684056408727	6.54971416053844
cg22861340	9.00532056770133	98.0598967627852	8.31490931132159	9.0447568039827	1.66712264081064	7.80823343921272	1.32350620479032	8.22497043351091	7.56050083661668	1.28678375179414	8.11168134618644	7.31594749380157
cg20790367	76.0491949540103	90.6906962614394	8.87395612249221	24.4441951478909	95.7696941382346	46.7927474622642	91.8382997272036	83.2207173865658	69.1325201780401	88.2197250809752	33.4664912338215	7.25736435896205
cg12297231	93.1970920460341	91.432375899041	9.6495625124593	64.1005994430492	2.66285055038421	87.689135030892	2.73727937849616	93.1615060329302	93.4066562387165	2.84759799860126	76.6243697820906	11.3173450162341
cg01935086	22.8690962685279	82.6132815993907	82.3538661037026	82.0003911528372	1.58046511299409	85.512992794662	1.31049590282757	77.7319729534433	85.9422818309486	1.31253862124207	81.3203382583651	81.978314748082
cg11683242	64.3165254612355	94.0048133362592	24.2277715510254	18.3063610133287	2.79828800186898	95.0371977191913	51.1005163396441	93.0801992532363	93.5588039859439	32.0739651672415	33.2801910625232	22.1253123487075
cg09684338	92.117461284401	91.6836647965669	49.2128035752586	59.6848714920228	4.3517177989356	94.1120592601246	3.45045679290407	92.3086004723716	92.3273244889149	2.92220355929176	91.8906575698547	63.7495209257428
cg26816552	1.80858546046747	1.82984064622599	0.973921759743804	1.71457905039639	98.169319705036	1.56369277146481	98.2455429849557	1.86987701755285	1.59178124152726	98.2435809382355	1.86655384995569	1.20508498813624
cg03754582	98.5631005445709	98.7008908531563	98.0417869672007	98.6367012859265	1.52946985582401	98.8756558795849	1.53515783908828	98.4640082390977	98.8070214554022	1.4025624448409	98.5240112128098	98.0118830386935
cg27175380	7.71013091917574	93.596318868881	94.8935220656419	90.7780803187553	3.44535544506398	19.60403685403	10.0016278915907	80.57630255584	52.1134021340842	2.78024597833122	90.02655071868	92.2326230225294
cg13254203	90.2831413626538	89.4512222536503	92.6331016474022	72.2548122187044	2.54069146544985	92.3232882546656	2.45257512825332	91.1438113711871	92.280487496087	2.10513226824418	30.392169918674	90.3108078560652
cg15486282	1.86619750226797	2.05793706790859	2.31445948580522	1.82034982364382	99.1229525697768	2.28600605627899	98.9234532314669	2.05988129070369	2.51686738869213	98.7906155410272	1.99115696739562	2.29076707418091
cg16815882	86.1349052517448	89.5820718762998	28.4593118935208	53.3462513887057	2.15688478908877	27.4844824777731	2.26933884949611	22.8715999396121	17.9244334753792	2.29008035107866	79.9227240172182	60.2170440574612
cg07167423	1.5832633480169	98.1971998690739	1.45433371190712	1.53123735395416	63.8012200047554	1.61577400511618	42.7009554793381	1.63945809658837	1.69369229861867	46.875079997598	1.68353124879639	1.49244110151183
cg15142192	88.1937481801328	89.7402757918594	89.8956419298439	88.7092146286366	1.84673864231005	12.3931279585569	1.96727553296251	9.34423016431907	11.5231753125657	1.93268756021367	88.2358395401998	87.1110179999955
cg19594892	77.3671373543227	89.4849608254427	64.3563354864526	37.4422745529668	84.9243239836493	83.7353618990342	92.2281254300472	81.6849768669353	82.5880598415452	92.2714914510827	53.0284488674414	61.9482843595575
cg24054508	1.50652536968875	1.65891521446875	1.11998691011426	1.47602023371451	95.1629762100223	1.57210705050705	8.29535693758003	1.56093805165627	1.60756538212565	3.44815594965073	1.56521537129754	1.30476445586393
cg13567986	93.5014259706966	94.4637488737017	94.8287512384597	93.409280794245	2.39764035167919	79.5577476844648	1.84850032362927	66.7462157051164	56.6024382781803	1.72989764033409	91.6737176575429	93.1047513320133
cg04094548	93.9575424426252	92.9884805726092	95.3860341969492	93.8737113592094	4.73862018792675	88.4743306926652	8.3492882961673	87.8459197270828	50.4725987635515	14.3061349347027	93.9610850022632	95.2047211220489
cg13195796	2.14040470665908	2.3259142143707	1.39599280865207	2.00397129153177	97.8699634566418	1.66038928849253	96.6639889853989	2.05618568498922	1.71949000311067	97.4115663084696	2.03512746014374	1.43991652771768
cg00255699	74.1883450539254	91.5489447165962	10.1165062421462	17.0216327238534	12.3666666531056	92.4405033064671	12.7082507161541	91.7551222547163	91.8944270310392	13.5659271728013	22.8284147092464	20.4914559011642
cg22016731	89.7542030463287	90.7671038982093	34.6343561108251	68.0442393592519	2.55698033143591	85.9505931666197	2.10768256198528	88.9051721780416	85.7859853903436	2.09018143150529	87.8000833836288	32.2707727246382
cg07033722	94.3711039021285	95.622305560635	95.8290861897786	93.624038451038	8.91264380306666	5.30102946293556	5.59316605999594	21.30520017752	8.19855872107491	5.49240802731709	93.144595266633	94.8836987945322
cg17025661	1.60915909855678	1.39003531193199	1.17083227686288	1.51282565805353	97.3400956387564	1.38296030664491	97.2159668240509	1.61880249606402	1.3439088168829	97.6042245577617	1.66096853824174	1.25066689330609
cg00917471	40.0092839039332	93.1457556851706	80.09968517529	66.3169554621538	7.84409904209922	3.80271584897621	4.74179876510814	37.8497173573208	6.23894716108202	4.88400380645085	53.1769877873715	47.4372213458211
cg11987455	93.6285374670069	93.2695751918327	94.7096822929564	93.2703259646127	1.37509737779774	18.1908887563299	1.21365755084646	91.0199454836001	69.3217879719499	1.26082974916632	93.0177363074635	93.4078448440942
cg08223760	93.0040601285663	90.805695204312	93.13931627618	92.8426015902955	1.97116215087677	21.3058703919165	1.53213356279366	92.8090281694427	85.7229710249117	1.4064023081599	92.6396714208198	92.3892171489083
cg09856274	53.9052293486094	92.4294833115379	93.7827046154313	86.8852380163689	50.9612384029212	92.9111010852515	18.1157552174188	15.1464780835051	92.2760002753711	59.9357669915399	79.990575505631	93.4850721115853
cg15089806	13.0104514765465	79.8225501251367	64.2896357266586	43.9964223129589	31.2147450018082	79.8024675311015	23.7139670072884	77.0946510462583	77.5595053139492	58.1728579519992	41.7403549213769	50.1082851925578
cg02737801	1.81964173085598	1.44141007384007	1.18035664361041	1.7165665001124	97.4072286692078	1.33535637110992	98.3544760296803	1.67806989020666	1.35850784438353	97.9844381099986	1.74662255940847	1.33824012582073
cg23671221	3.54802645374559	95.3240383789929	3.2084701773342	3.00066535088595	98.6767681080764	2.73841909359447	98.2449716117547	2.99856192514738	2.89884419259102	97.6515467024846	3.32366661535581	2.85296405706911
cg10958452	89.6575641015409	86.8975619152935	90.9266152330427	89.4162947365284	61.2529699014708	13.5221701152386	67.1297345442393	11.568691330664	14.0928001722332	79.6620493120942	89.6759960945874	85.4230564018317
cg07598341	95.521648125136	95.5658928065872	52.6250221735662	67.2355725480403	67.3930318854919	85.5669725040883	6.72784943086292	95.4870651410938	93.5619653186401	5.32377935869077	94.5637493913946	58.9445107599345
cg09266468	1.6714403224095	1.53749669244522	1.29274073141891	1.59094702028743	98.1331968356578	1.40314760222765	98.2434907277513	1.71631211401722	1.37848089396563	98.201839842102	1.70502195285078	1.26937674202293
cg01440934	91.9882479406836	91.4652056453406	94.6591132851402	91.1570699938872	3.57749492904355	7.30313868914509	4.38862490567596	8.60125398919969	8.51972151062243	15.8096405743215	88.6818952561974	93.1438944826923
cg00503298	92.2429191887805	4.20724274833159	93.5281978943183	91.2994258289	2.39572578637632	94.1058716024713	1.98794232390235	92.57867027525	93.8440307522835	1.98304860784266	91.5481653149549	92.4594629645233
cg21524155	5.45993270031367	3.20104244595802	6.78212812159619	5.01988364914698	92.8674105715816	4.12913899507437	6.35273608178131	4.01941264322486	3.71480592646674	12.873110074088	5.34880956964163	5.96899038365844
cg00298020	1.72798646180802	1.57105793088048	1.59817313813215	1.73127908676113	98.4563629703266	1.90827023944963	98.0027125657661	1.7114847433079	1.95904775391864	97.7713179738294	1.73935106988381	1.77261332060018
cg12579676	1.8807046077003	1.73047199708743	1.50683262630575	1.84585569288548	98.0736710155196	1.51373486175706	97.287375677107	1.91492455750975	1.73826333439254	96.0356078024058	1.92844101381227	1.54390602778203
cg04863508	3.71093880267867	4.07069547000335	5.10610591037286	3.5990900621285	97.6542566910867	4.22394172988824	3.180309255925	3.5029650034297	4.05416178055325	2.98310834661206	3.54615525078014	5.73203347736008
cg23641677	1.58124798247235	1.67497439624312	0.977773396463444	1.55280389261117	97.96438898232	1.45285087065419	97.4946516414517	1.58515203532293	1.47377853159209	97.6877419080642	1.59928299601085	1.16139428979592
cg21912203	90.337679392054	91.5253054196419	49.8365256908993	64.7036968334353	95.7905581151181	92.6395837486809	95.7462431000639	90.0316121529474	90.7356829935795	94.1219859980241	89.7591649374488	88.4842536848947
cg25192081	73.0753422099529	89.3956168775324	93.8202928463137	87.1985939714542	2.63734189810759	90.8039654533389	1.5833611379066	47.1858284284736	91.9733697357348	17.5652795495191	79.9446527320719	90.2813535061878
cg09765463	64.4859606571303	93.9534312830648	94.397964403251	72.1790727882442	1.43184540473511	92.4968468509364	1.25186837718411	93.1882403285171	92.0177663407009	1.26035846297114	12.5544076208288	89.2546374139078
cg17449969	98.2324217182154	98.3130791785766	98.6093662960706	98.2723714229312	1.94332424962106	98.6028456757392	1.84171830313475	98.2596963732067	98.590271546282	1.81749163963032	98.2203604461549	98.4124709624247
cg13549897	1.48918071637467	1.24141950194651	0.861720225321508	1.47165504322152	97.6957326420777	1.38528777626799	12.8384629563785	1.59583073401822	1.47878771494446	7.21166416810953	1.5958958884995	1.04248775032474
cg01074657	5.53875481878884	97.0367900156213	6.14680255480887	5.90438473286814	4.22983137943103	6.10413208183953	2.6334811958643	4.94038375134311	5.68994643208435	2.48303700031336	5.43062414507978	9.18706682930327
cg00347563	3.35634218122438	97.5590624699253	2.63712063215917	3.24950922533756	56.3370571481423	3.24139395957263	14.8849910654303	3.2041485396466	3.18195298794709	10.4859228065947	3.14732892555939	3.11160162012326
cg17322118	93.7277236542123	92.4095037650293	94.2030387943495	93.5113917708307	3.44481293597043	88.896001971286	4.68917996446528	90.6391968752222	44.651911795627	4.72409932697455	93.9211750930488	92.8644883293124
cg15515095	93.6748018331586	92.0638460575951	94.1273404667009	93.2510218748392	1.43484675776782	59.5565599231498	1.26882940339728	93.3583331285861	91.2489564529735	1.23336914297756	93.7685181577493	92.9571848207354
cg13151751	92.6239652970619	91.0757598717508	71.1228010822293	89.8504372038812	15.5921966526477	89.1964549124185	17.9158437264225	90.5310522136935	89.986949582512	23.1654060808984	91.7356343650607	56.5087385956642
cg19857564	2.05475421476428	2.3462731951704	1.95738085871734	1.86100611504871	97.8936947803016	2.00726695816028	97.7666477285663	2.02557350615578	2.10827541965777	97.7588682883681	1.95639906272305	1.76622527437184
cg23624705	17.2959446061807	92.7162240253857	61.9132763152613	38.9547298131743	8.61470135799653	26.9739291005537	3.72965508970274	5.70604072155352	10.3382264298675	3.35980532346932	5.62237218661147	40.9011976499939
cg07805029	91.2195836626126	89.7821477967728	89.9006563155823	90.6166105064792	3.16591330781898	85.76235641212	3.06172055003578	87.0768572507447	49.2451162974487	3.16104823476496	91.1381790543153	87.6500746870327
cg23674796	1.85981902440021	1.50926191352539	1.31239685323092	1.84108084777402	97.136180918672	1.56498843936488	96.261763684845	1.94080597989173	1.56367543658021	28.3891121876813	1.91919346273503	1.33611181547181
cg17972213	69.6979720259158	94.2816737101431	17.8967097023591	21.1112945692187	6.39811102877208	94.2943216741279	4.73192950958395	91.7741408185446	91.8666667087985	3.89457510432477	23.6945565229373	58.911329077063
cg09367891	1.64878076991984	1.47675602471036	1.05136172224387	1.61498915888462	98.8886632988055	1.40540990666677	98.6780056983138	1.64481856244664	1.39060260637939	98.7185692931993	1.62756034165349	1.31723623979046
